timestamp,model,quant,tier,task,n_shot,metric,value,stderr,samples_original,samples_effective,result_json
2026-04-18 03:06:55,neuralmagic/Meta-Llama-3.1-8B-Instruct-FP8,fp8,tier2,mmlu,N/A,"acc,none",0.6838769406067512,0.003742602343754247,N/A,N/A,/home/saketh-msc/quantization/results/accuracy/evals/fp8/neuralmagic__Meta-Llama-3.1-8B-Instruct-FP8/results_2026-04-18T03-06-54.396809.json
2026-04-18 03:26:14,hugging-quants/Meta-Llama-3.1-8B-Instruct-AWQ-INT4,awq,tier2,gsm8k,5,alias,gsm8k,N/A,1319,1319,/home/saketh-msc/quantization/results/accuracy/evals/awq/hugging-quants__Meta-Llama-3.1-8B-Instruct-AWQ-INT4/results_2026-04-18T03-26-12.182203.json
2026-04-18 04:54:52,hugging-quants/Meta-Llama-3.1-8B-Instruct-AWQ-INT4,awq,tier2,mmlu,N/A,"acc,none",0.6652898447514599,0.003803773465329403,N/A,N/A,/home/saketh-msc/quantization/results/accuracy/evals/awq/hugging-quants__Meta-Llama-3.1-8B-Instruct-AWQ-INT4/results_2026-04-18T04-54-50.918659.json
2026-04-18 05:15:20,hugging-quants/Meta-Llama-3.1-8B-Instruct-GPTQ-INT4,gptq,tier2,gsm8k,5,alias,gsm8k,N/A,1319,1319,/home/saketh-msc/quantization/results/accuracy/evals/gptq/hugging-quants__Meta-Llama-3.1-8B-Instruct-GPTQ-INT4/results_2026-04-18T05-15-19.769509.json
2026-04-18 06:46:17,hugging-quants/Meta-Llama-3.1-8B-Instruct-GPTQ-INT4,gptq,tier2,mmlu,N/A,"acc,none",0.6681384418174049,0.0037899947471030943,N/A,N/A,/home/saketh-msc/quantization/results/accuracy/evals/gptq/hugging-quants__Meta-Llama-3.1-8B-Instruct-GPTQ-INT4/results_2026-04-18T06-46-15.607759.json
2026-04-18 06:59:27,meta-llama/Llama-3.2-3B-Instruct,bf16,tier2,gsm8k,5,alias,gsm8k,N/A,1319,1319,/home/saketh-msc/quantization/results/accuracy/evals/bf16/meta-llama__Llama-3.2-3B-Instruct/results_2026-04-18T06-59-26.148220.json
2026-04-18 08:03:15,meta-llama/Llama-3.2-3B-Instruct,bf16,tier2,mmlu,N/A,"acc,none",0.617148554336989,0.003932236044802712,N/A,N/A,/home/saketh-msc/quantization/results/accuracy/evals/bf16/meta-llama__Llama-3.2-3B-Instruct/results_2026-04-18T08-03-13.715680.json
2026-04-18 08:13:33,RedHatAI/Llama-3.2-3B-Instruct-FP8-dynamic,fp8,tier2,gsm8k,5,alias,gsm8k,N/A,1319,1319,/home/saketh-msc/quantization/results/accuracy/evals/fp8/RedHatAI__Llama-3.2-3B-Instruct-FP8-dynamic/results_2026-04-18T08-13-32.008656.json
2026-04-18 09:14:47,RedHatAI/Llama-3.2-3B-Instruct-FP8-dynamic,fp8,tier2,mmlu,N/A,"acc,none",0.6152969662441248,0.003942879265050948,N/A,N/A,/home/saketh-msc/quantization/results/accuracy/evals/fp8/RedHatAI__Llama-3.2-3B-Instruct-FP8-dynamic/results_2026-04-18T09-14-46.381520.json
2026-04-18 09:26:47,AMead10/Llama-3.2-3B-Instruct-AWQ,awq,tier2,gsm8k,5,alias,gsm8k,N/A,1319,1319,/home/saketh-msc/quantization/results/accuracy/evals/awq/AMead10__Llama-3.2-3B-Instruct-AWQ/results_2026-04-18T09-26-46.145414.json
2026-04-18 10:33:02,AMead10/Llama-3.2-3B-Instruct-AWQ,awq,tier2,mmlu,N/A,"acc,none",0.6043298675402364,0.003957676755355906,N/A,N/A,/home/saketh-msc/quantization/results/accuracy/evals/awq/AMead10__Llama-3.2-3B-Instruct-AWQ/results_2026-04-18T10-33-00.962819.json
2026-04-18 10:45:11,shuyuej/Llama-3.2-3B-Instruct-GPTQ,gptq,tier2,gsm8k,5,alias,gsm8k,N/A,1319,1319,/home/saketh-msc/quantization/results/accuracy/evals/gptq/shuyuej__Llama-3.2-3B-Instruct-GPTQ/results_2026-04-18T10-45-10.931591.json
2026-04-18 11:51:01,shuyuej/Llama-3.2-3B-Instruct-GPTQ,gptq,tier2,mmlu,N/A,"acc,none",0.5774818401937046,0.004000978031783231,N/A,N/A,/home/saketh-msc/quantization/results/accuracy/evals/gptq/shuyuej__Llama-3.2-3B-Instruct-GPTQ/results_2026-04-18T11-50-59.910954.json
2026-04-18 12:28:38,Qwen/Qwen2.5-7B-Instruct,bf16,tier2,gsm8k,5,alias,gsm8k,N/A,1319,1319,/home/saketh-msc/quantization/results/accuracy/evals/bf16/Qwen__Qwen2.5-7B-Instruct/results_2026-04-18T12-28-37.381874.json
2026-04-18 13:49:41,Qwen/Qwen2.5-7B-Instruct,bf16,tier2,mmlu,N/A,"acc,none",0.735080472867113,0.003556168684002303,N/A,N/A,/home/saketh-msc/quantization/results/accuracy/evals/bf16/Qwen__Qwen2.5-7B-Instruct/results_2026-04-18T13-49-39.936723.json
2026-04-18 14:16:35,neuralmagic/Qwen2.5-7B-Instruct-FP8-Dynamic,fp8,tier2,gsm8k,5,alias,gsm8k,N/A,1319,1319,/home/saketh-msc/quantization/results/accuracy/evals/fp8/neuralmagic__Qwen2.5-7B-Instruct-FP8-Dynamic/results_2026-04-18T14-16-34.503741.json
2026-04-18 15:32:50,neuralmagic/Qwen2.5-7B-Instruct-FP8-Dynamic,fp8,tier2,mmlu,N/A,"acc,none",0.7340834638940322,0.0035578886373440724,N/A,N/A,/home/saketh-msc/quantization/results/accuracy/evals/fp8/neuralmagic__Qwen2.5-7B-Instruct-FP8-Dynamic/results_2026-04-18T15-32-48.705780.json
2026-04-18 16:02:20,Qwen/Qwen2.5-7B-Instruct-AWQ,awq,tier2,gsm8k,5,alias,gsm8k,N/A,1319,1319,/home/saketh-msc/quantization/results/accuracy/evals/awq/Qwen__Qwen2.5-7B-Instruct-AWQ/results_2026-04-18T16-02-19.117948.json
2026-04-18 17:26:38,Qwen/Qwen2.5-7B-Instruct-AWQ,awq,tier2,mmlu,N/A,"acc,none",0.7196268337843612,0.0036101964879381773,N/A,N/A,/home/saketh-msc/quantization/results/accuracy/evals/awq/Qwen__Qwen2.5-7B-Instruct-AWQ/results_2026-04-18T17-26-37.291903.json
2026-04-18 17:55:26,Qwen/Qwen2.5-7B-Instruct-GPTQ-Int4,gptq,tier2,gsm8k,5,alias,gsm8k,N/A,1319,1319,/home/saketh-msc/quantization/results/accuracy/evals/gptq/Qwen__Qwen2.5-7B-Instruct-GPTQ-Int4/results_2026-04-18T17-55-24.703383.json
2026-04-18 19:19:40,Qwen/Qwen2.5-7B-Instruct-GPTQ-Int4,gptq,tier2,mmlu,N/A,"acc,none",0.7214784218772254,0.00361134189565619,N/A,N/A,/home/saketh-msc/quantization/results/accuracy/evals/gptq/Qwen__Qwen2.5-7B-Instruct-GPTQ-Int4/results_2026-04-18T19-19-39.558158.json
2026-04-18 21:35:09,Qwen/Qwen2.5-32B-Instruct,bf16,tier2,gsm8k,5,alias,gsm8k,N/A,1319,1319,/home/saketh-msc/quantization/results/accuracy/evals/bf16/Qwen__Qwen2.5-32B-Instruct/results_2026-04-18T21-35-08.596817.json
2026-04-19 00:37:38,Qwen/Qwen2.5-32B-Instruct,bf16,tier2,mmlu,N/A,"acc,none",0.8249537102976784,0.0030915942266104457,N/A,N/A,/home/saketh-msc/quantization/results/accuracy/evals/bf16/Qwen__Qwen2.5-32B-Instruct/results_2026-04-19T00-37-37.494639.json
2026-04-19 01:58:18,neuralmagic/Qwen2.5-32B-Instruct-FP8-Dynamic,fp8,tier2,gsm8k,5,alias,gsm8k,N/A,1319,1319,/home/saketh-msc/quantization/results/accuracy/evals/fp8/neuralmagic__Qwen2.5-32B-Instruct-FP8-Dynamic/results_2026-04-19T01-58-18.007164.json
2026-04-19 04:20:52,neuralmagic/Qwen2.5-32B-Instruct-FP8-Dynamic,fp8,tier2,mmlu,N/A,"acc,none",0.8248112804443811,0.0030888368919361393,N/A,N/A,/home/saketh-msc/quantization/results/accuracy/evals/fp8/neuralmagic__Qwen2.5-32B-Instruct-FP8-Dynamic/results_2026-04-19T04-20-51.345177.json
2026-04-19 05:53:43,Qwen/Qwen2.5-32B-Instruct-AWQ,awq,tier2,gsm8k,5,alias,gsm8k,N/A,1319,1319,/home/saketh-msc/quantization/results/accuracy/evals/awq/Qwen__Qwen2.5-32B-Instruct-AWQ/results_2026-04-19T05-53-42.529759.json
2026-04-19 12:34:59,Qwen/Qwen2.5-32B-Instruct-AWQ,awq,tier2,mmlu,N/A,"acc,none",0.8186155818259507,0.003128539119808991,N/A,N/A,/home/saketh-msc/quantization/results/accuracy/evals/awq/Qwen__Qwen2.5-32B-Instruct-AWQ/results_2026-04-19T12-34-58.071076.json
2026-04-19 14:11:22,Qwen/Qwen2.5-32B-Instruct-GPTQ-Int4,gptq,tier2,gsm8k,5,alias,gsm8k,N/A,1319,1319,/home/saketh-msc/quantization/results/accuracy/evals/gptq/Qwen__Qwen2.5-32B-Instruct-GPTQ-Int4/results_2026-04-19T14-11-20.940242.json
2026-04-19 17:37:09,Qwen/Qwen2.5-32B-Instruct-GPTQ-Int4,gptq,tier2,mmlu,N/A,"acc,none",0.8199686654322746,0.003118857638971769,N/A,N/A,/home/saketh-msc/quantization/results/accuracy/evals/gptq/Qwen__Qwen2.5-32B-Instruct-GPTQ-Int4/results_2026-04-19T17-37-08.704339.json
2026-04-19 18:31:52,Qwen/Qwen3-8B,bf16,tier2,gsm8k,5,alias,gsm8k,N/A,1319,1319,/home/saketh-msc/quantization/results/accuracy/evals/bf16/Qwen__Qwen3-8B/results_2026-04-19T18-31-51.751675.json
2026-04-19 19:58:17,Qwen/Qwen3-8B,bf16,tier2,mmlu,N/A,"acc,none",0.28656886483406924,0.0037583228232375837,N/A,N/A,/home/saketh-msc/quantization/results/accuracy/evals/bf16/Qwen__Qwen3-8B/results_2026-04-19T19-58-15.767782.json
2026-04-19 20:38:27,Qwen/Qwen3-8B-FP8,fp8,tier2,gsm8k,5,alias,gsm8k,N/A,1319,1319,/home/saketh-msc/quantization/results/accuracy/evals/fp8/Qwen__Qwen3-8B-FP8/results_2026-04-19T20-38-26.468061.json
2026-04-19 22:11:51,Qwen/Qwen3-8B-FP8,fp8,tier2,gsm8k,5,alias,gsm8k,N/A,1319,1319,/home/saketh-msc/quantization/results/accuracy/evals/fp8/Qwen__Qwen3-8B-FP8/results_2026-04-19T22-11-50.675169.json
2026-04-20 01:32:12,Qwen/Qwen3-32B,bf16,tier2,gsm8k,5,alias,gsm8k,N/A,1319,1319,/home/saketh-msc/quantization/results/accuracy/evals/bf16/Qwen__Qwen3-32B/results_2026-04-20T01-32-11.541702.json
2026-04-20 05:17:26,RedHatAI/gemma-4-31B-it-FP8-block,fp8,tier2,gsm8k,5,alias,gsm8k,N/A,1319,1319,/home/saketh-msc/quantization/results/accuracy/evals/fp8/RedHatAI__gemma-4-31B-it-FP8-block/results_2026-04-20T05-17-24.717223.json
2026-04-20 08:35:05,RedHatAI/gemma-4-31B-it-FP8-block,fp8,tier2,mmlu,N/A,"acc,none",0.8753738783649053,0.002698302441385398,N/A,N/A,/home/saketh-msc/quantization/results/accuracy/evals/fp8/RedHatAI__gemma-4-31B-it-FP8-block/results_2026-04-20T08-35-04.124666.json
2026-04-20 11:28:37,QuantTrio/gemma-4-31B-it-AWQ,awq,tier2,gsm8k,5,alias,gsm8k,N/A,1319,1319,/home/saketh-msc/quantization/results/accuracy/evals/awq/QuantTrio__gemma-4-31B-it-AWQ/results_2026-04-20T11-28-36.436423.json
2026-04-20 15:34:35,QuantTrio/gemma-4-31B-it-AWQ,awq,tier2,mmlu,N/A,"acc,none",0.8667568722404216,0.0027768799585387496,N/A,N/A,/home/saketh-msc/quantization/results/accuracy/evals/awq/QuantTrio__gemma-4-31B-it-AWQ/results_2026-04-20T15-34-34.130402.json
2026-04-20 19:32:52,Qwen/Qwen3-32B,bf16,tier2,gsm8k,5,alias,gsm8k,N/A,1319,1319,/home/saketh-msc/quantization/results/accuracy/evals/bf16/Qwen__Qwen3-32B/results_2026-04-20T19-32-50.588206.json
2026-04-20 23:09:49,google/gemma-4-31B-it,bf16,tier2,gsm8k,5,alias,gsm8k,N/A,1319,1319,/home/saketh-msc/quantization/results/accuracy/evals/bf16/google__gemma-4-31B-it/results_2026-04-20T23-09-48.294458.json
2026-04-21 02:27:50,RedHatAI/gemma-4-31B-it-NVFP4,nvfp4,tier2,gsm8k,5,alias,gsm8k,N/A,1319,1319,/home/saketh-msc/quantization/results/accuracy/evals/nvfp4/RedHatAI__gemma-4-31B-it-NVFP4/results_2026-04-21T02-27-49.759790.json
2026-04-21 03:20:28,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,bf16,tier2,gsm8k,5,alias,gsm8k,N/A,1319,1319,/home/saketh-msc/quantization/results/accuracy/evals/bf16/deepseek-ai__DeepSeek-R1-Distill-Qwen-7B/results_2026-04-21T03-20-27.217472.json
2026-04-21 04:39:04,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,bf16,tier2,mmlu,N/A,"acc,none",0.30558325024925226,0.0038476900849415676,N/A,N/A,/home/saketh-msc/quantization/results/accuracy/evals/bf16/deepseek-ai__DeepSeek-R1-Distill-Qwen-7B/results_2026-04-21T04-39-03.514618.json
2026-04-21 06:32:49,Qwen/Qwen3-32B-FP8,fp8,tier2,gsm8k,5,alias,gsm8k,N/A,1319,1319,/home/saketh-msc/quantization/results/accuracy/evals/fp8/Qwen__Qwen3-32B-FP8/results_2026-04-21T06-32-47.755222.json
2026-04-21 11:15:44,neuralmagic/DeepSeek-R1-Distill-Qwen-32B-FP8-dynamic,fp8,tier2,mmlu,N/A,"acc,none",0.27353653325737076,0.0037363848878406913,N/A,N/A,/home/saketh-msc/quantization/results/accuracy/evals/fp8/neuralmagic__DeepSeek-R1-Distill-Qwen-32B-FP8-dynamic/results_2026-04-21T11-15-43.493745.json
2026-04-21 13:21:41,inarikami/DeepSeek-R1-Distill-Qwen-32B-AWQ,awq,tier2,gsm8k,5,alias,gsm8k,N/A,1319,1319,/home/saketh-msc/quantization/results/accuracy/evals/awq/inarikami__DeepSeek-R1-Distill-Qwen-32B-AWQ/results_2026-04-21T13-21-40.619363.json
2026-04-21 16:19:45,inarikami/DeepSeek-R1-Distill-Qwen-32B-AWQ,awq,tier2,mmlu,N/A,"acc,none",0.6865831078193989,0.0035745955834968527,N/A,N/A,/home/saketh-msc/quantization/results/accuracy/evals/awq/inarikami__DeepSeek-R1-Distill-Qwen-32B-AWQ/results_2026-04-21T16-19-45.019636.json
2026-04-21 18:18:34,dwetzel/DeepSeek-R1-Distill-Qwen-32B-GPTQ-INT4,gptq,tier2,gsm8k,5,alias,gsm8k,N/A,1319,1319,/home/saketh-msc/quantization/results/accuracy/evals/gptq/dwetzel__DeepSeek-R1-Distill-Qwen-32B-GPTQ-INT4/results_2026-04-21T18-18-33.410752.json
2026-04-21 21:15:52,dwetzel/DeepSeek-R1-Distill-Qwen-32B-GPTQ-INT4,gptq,tier2,mmlu,N/A,"acc,none",0.6595214356929212,0.003587860704391585,N/A,N/A,/home/saketh-msc/quantization/results/accuracy/evals/gptq/dwetzel__DeepSeek-R1-Distill-Qwen-32B-GPTQ-INT4/results_2026-04-21T21-15-51.891014.json
2026-04-22 00:45:14,Qwen/Qwen3-32B,bf16,tier2,mmlu,N/A,"acc,none",0.44943740207947586,0.00407644842391769,N/A,N/A,/home/saketh-msc/quantization/results/accuracy/evals/bf16/Qwen__Qwen3-32B/results_2026-04-22T00-45-14.165143.json
2026-04-22 03:08:43,Qwen/Qwen3-32B-FP8,fp8,tier2,mmlu,N/A,"acc,none",0.38513032331576696,0.00403746773219256,N/A,N/A,/home/saketh-msc/quantization/results/accuracy/evals/fp8/Qwen__Qwen3-32B-FP8/results_2026-04-22T03-08-42.621577.json
2026-04-22 05:23:40,Qwen/Qwen3-32B-AWQ,awq,tier2,gsm8k,5,alias,gsm8k,N/A,1319,1319,/home/saketh-msc/quantization/results/accuracy/evals/awq/Qwen__Qwen3-32B-AWQ/results_2026-04-22T05-23-40.171853.json
2026-04-22 08:47:45,Qwen/Qwen3-32B-AWQ,awq,tier2,mmlu,N/A,"acc,none",0.418031619427432,0.004066777237016391,N/A,N/A,/home/saketh-msc/quantization/results/accuracy/evals/awq/Qwen__Qwen3-32B-AWQ/results_2026-04-22T08-47-44.949482.json
2026-04-22 11:02:33,JunHowie/Qwen3-32B-GPTQ-Int4,gptq,tier2,gsm8k,5,alias,gsm8k,N/A,1319,1319,/home/saketh-msc/quantization/results/accuracy/evals/gptq/JunHowie__Qwen3-32B-GPTQ-Int4/results_2026-04-22T11-02-32.249512.json
2026-04-22 14:48:19,JunHowie/Qwen3-32B-GPTQ-Int4,gptq,tier2,mmlu,N/A,"acc,none",0.4065660162370033,0.004060012123985766,N/A,N/A,/home/saketh-msc/quantization/results/accuracy/evals/gptq/JunHowie__Qwen3-32B-GPTQ-Int4/results_2026-04-22T14-48-19.134666.json
2026-04-22 16:09:45,Qwen/Qwen3-8B-FP8,fp8,tier2,mmlu,N/A,"acc,none",0.2773109243697479,0.00371601647716075,N/A,N/A,/home/saketh-msc/quantization/results/accuracy/evals/fp8/Qwen__Qwen3-8B-FP8/results_2026-04-22T16-09-31.727902.json
2026-04-22 16:58:09,Qwen/Qwen3-8B-AWQ,awq,tier2,gsm8k,5,alias,gsm8k,N/A,1319,1319,/home/saketh-msc/quantization/results/accuracy/evals/awq/Qwen__Qwen3-8B-AWQ/results_2026-04-22T16-57-57.378848.json
2026-04-22 19:05:59,Qwen/Qwen3-8B-AWQ,awq,tier2,mmlu,N/A,"acc,none",0.23052271756160092,0.0035475569054695903,N/A,N/A,/home/saketh-msc/quantization/results/accuracy/evals/awq/Qwen__Qwen3-8B-AWQ/results_2026-04-22T19-05-56.664475.json
2026-04-22 19:52:16,JunHowie/Qwen3-8B-GPTQ-Int4,gptq,tier2,gsm8k,5,alias,gsm8k,N/A,1319,1319,/home/saketh-msc/quantization/results/accuracy/evals/gptq/JunHowie__Qwen3-8B-GPTQ-Int4/results_2026-04-22T19-52-03.643634.json
2026-04-22 22:06:06,JunHowie/Qwen3-8B-GPTQ-Int4,gptq,tier2,mmlu,N/A,"acc,none",0.2347243982338698,0.00357038096605832,N/A,N/A,/home/saketh-msc/quantization/results/accuracy/evals/gptq/JunHowie__Qwen3-8B-GPTQ-Int4/results_2026-04-22T22-05-56.983302.json
